PIP EDA RECORDING
CREATED: 2018-03-22 20:53:23
CHANNEL COUNT: 4
CHANNELS: Stress Trend,Previous Stress Trend,Accumulated Trend,Skin Conductance
BEGIN_SESSION
0.329,0,0,10,2.67469533353812
0.478,0,0,0,2.67447217260753
0.628,0,0,10,2.67458375307282
0.729,0,0,0,2.67447217260753
0.881,0,0,10,2.67458375307282
1.030,0,0,0,2.67458375307282
1.130,0,0,10,2.67458375307282
1.231,0,0,0,2.67447217260753
1.432,0,0,-100,3.02124464945357
1.533,0,0,-200,3.30994712770096
1.684,0,0,-300,3.39972090444604
1.786,0,0,-250,3.09846057251406
1.937,0,0,-240,2.54313081962787
2.088,0,0,-230,2.52514503266341
2.238,0,0,-220,2.55695460630304
2.439,0,0,-170,2.58802096560529
2.494,0,0,-270,2.604520323895
2.643,0,0,-370,2.61641175329299
2.744,0,0,-386,2.62622218254634
2.897,2,2,-402,2.63543804032978
3.000,0,2,-452,2.64257289796858
3.150,0,2,-502,2.64866725553505
3.251,0,2,-552,2.65580211317384
3.452,0,2,-602,2.66085597066799
3.552,0,2,-635,2.66561254242718
3.703,2,2,-668,2.67185554286113
3.803,0,2,-701,2.67467975734315
3.905,0,2,-717,2.67705804322275
4.056,0,2,-733,2.6785444718975
4.206,0,2,-749,2.67750397182517
4.308,0,2,-765,2.67780125756012
4.460,0,2,-781,2.68255782931932
4.662,0,2,-797,2.68389561512659
4.719,0,2,-813,2.68493611519892
4.869,0,2,-825,2.68523340093387
5.020,0,2,-837,2.68924675835569
5.220,2,2,-849,2.69058454416296
5.274,0,2,-861,2.69266554430761
5.473,0,2,-873,2.69370604437994
5.573,0,2,-885,2.69370604437994
5.774,0,2,-897,2.69534111592216
5.874,0,2,-909,2.69727347319933
5.974,0,2,-917,2.70128683062116
6.125,0,2,-925,2.70188140209106
6.276,0,2,-933,2.70232733069348
6.427,0,2,-941,2.70425968797065
6.528,0,2,-949,2.70485425944055
6.679,0,2,-957,2.71094861700702
6.779,2,2,-965,2.71213775994682
6.934,0,2,-973,2.7146646886939
7.038,0,2,-981,2.71942126045309
7.189,0,2,-989,2.72596154662199
7.340,0,2,-1000,2.73517740440543
7.440,0,2,-1000,2.7478120481408
7.592,0,2,-1000,2.76148719194849
7.742,0,2,-1000,2.78289176486487
7.844,2,2,-1000,2.80503955211863
8.044,0,2,-1000,2.84145705464998
8.145,0,2,-1000,2.86702362785566
8.297,0,2,-1000,2.88798227216962
8.411,0,2,-1000,2.91027870229085
8.564,0,2,-1000,2.92662941771309
8.715,2,2,-1000,2.94416927607512
8.817,0,2,-1000,2.96230370590706
8.969,0,2,-1000,2.98118135007637
9.120,0,2,-1000,3.00615335181215
9.221,0,2,-1000,3.02190949576449
9.372,0,2,-1000,3.03677378251198
