PIP EDA RECORDING
CREATED: 2018-03-23 09:27:07
CHANNEL COUNT: 4
CHANNELS: Stress Trend,Previous Stress Trend,Accumulated Trend,Skin Conductance
BEGIN_SESSION
0.422,3,3,-377,3.12099499778414
0.525,0,3,-367,3.12354891264339
0.676,0,3,-357,3.12288267398446
0.776,2,2,-373,3.12399307174935
0.927,0,2,-363,3.12277163420797
1.027,0,2,-353,3.12188331599605
1.177,0,2,-343,3.12121707733712
1.328,0,2,-333,3.12188331599605
1.479,0,2,-323,3.1193294011368
1.579,0,2,-273,3.11910732158382
1.730,0,2,-373,3.41962305620343
1.882,0,2,-389,3.84636940530631
2.032,0,2,-405,4.33202648123062
2.133,0,2,-455,4.92115550507035
2.234,0,2,-505,4.92891615216539
2.384,0,2,-455,3.7529042189261
2.485,0,2,-445,3.61543991684749
2.586,0,2,-435,3.6479548922806
2.787,0,2,-385,3.66405141477224
2.888,0,2,-335,3.67483608484164
3.038,0,2,-351,3.65020840542943
3.139,0,2,-301,3.61865922134581
3.339,0,2,-251,3.49922302445784
3.442,0,2,-201,3.48570194556486
3.593,0,2,-151,3.48344843241603
3.694,0,2,-101,3.49503792861001
3.846,0,2,-151,3.50533970300466
3.946,0,2,-251,3.57568150629313
4.097,3,3,-351,3.5949973332831
4.198,0,3,-367,3.61737149954648
4.348,2,2,-383,3.67660670231572
4.448,0,2,-399,3.64924261407993
4.600,0,2,-407,3.60529910767775
4.750,0,2,-357,3.58984644608578
4.851,0,2,-307,3.5842126632137
5.001,0,2,-257,3.56988675819614
5.101,0,2,-207,3.53946433068694
5.253,0,2,-157,3.49085283276218
5.403,0,2,-107,3.44723125680984
5.503,0,2,-57,3.39346887168776
5.654,0,2,-7,3.37093374019946
5.804,0,2,43,3.38815701926551
5.905,0,2,93,3.38381095819277
6.055,0,2,-7,3.43097376909328
6.156,0,2,-107,3.48135588449212
6.307,0,2,-207,3.4890822152881
6.408,0,2,-307,3.49922302445784
6.558,0,2,-323,3.50292522463091
6.708,0,2,-273,3.4694444578483
6.860,0,2,-223,3.34646702601216
6.961,0,2,-173,3.21560229815512
7.112,0,2,-123,3.15427454746197
7.262,0,2,-73,3.14027057289424
7.363,0,2,-23,3.14687014711582
7.514,0,2,27,3.1467091818909
7.665,3,3,77,3.13608547704642
7.815,0,3,127,3.12996879849959
7.966,0,3,177,3.13624644227133
8.117,0,3,167,3.14413373829224
8.218,0,3,117,3.14010960766933
8.419,0,3,17,3.16264473915762
8.520,0,3,-83,3.17729257462502
8.670,0,3,-183,3.17970705299876
8.821,0,3,-283,3.18968689694358
8.922,0,3,-383,3.1898478621685
9.072,0,3,-391,3.1898478621685
9.223,0,3,-399,3.18839917514425
9.327,0,3,-349,3.16940527860411
9.477,0,3,-299,3.16650790455562
9.628,0,3,-249,3.16473728708154
9.779,0,3,-199,3.15974736510913
9.880,0,3,-149,3.15073331251381
10.030,0,3,-99,3.13125652029892
10.183,0,3,-49,3.12578370265177
10.283,0,3,1,3.11902316320528
10.436,0,3,51,3.11306744988337
10.587,0,3,101,3.10373146683822
10.687,0,3,151,3.09359065766848
10.838,0,3,201,3.09487837946782
10.988,0,3,251,3.10373146683822
11.088,3,3,201,3.10389243206313
11.239,0,3,151,3.10083409278972
11.340,0,3,141,3.09359065766848
11.491,0,3,191,3.09310776199374
11.641,0,3,241,3.09359065766848
11.744,0,3,231,3.09793671874123
11.895,0,3,221,3.09455644901798
12.045,0,3,211,3.09326872721865
12.146,0,3,201,3.09262486631899
12.347,0,3,251,3.09423451856815
12.448,0,3,241,3.09745382306648
12.548,0,3,231,3.09342969244357
12.699,0,3,281,3.08264502237417
12.849,0,3,331,3.08087440490009
12.949,0,3,339,3.08184019624959
13.101,0,3,347,3.07379193500377
13.252,0,3,355,3.05640769071279
13.352,1,1,363,3.03837958552216
13.453,0,1,371,3.02888263725209
13.656,0,1,379,3.02373175005476
13.756,0,1,387,3.01938568898202
13.908,0,1,395,3.01809796718269
14.058,0,1,403,3.01536155835911
14.158,0,1,428,3.01198128863586
14.309,0,1,453,3.01262514953553
14.459,0,1,478,3.00908391458737
14.610,0,1,503,3.00312820126546
14.710,0,1,528,2.98107596545191
14.860,0,1,553,2.97157901718185
15.011,0,1,578,2.96642812998452
15.161,0,1,603,2.9662671647596
15.262,1,1,619,2.96578426908485
15.414,0,1,635,2.96514040818519
15.564,0,1,651,2.95902372963837
15.716,0,1,667,2.9574140773892
15.816,0,1,683,2.95628732081479
15.967,0,1,699,2.95467766856562
16.119,0,1,715,2.94518072029555
16.270,0,1,731,2.94485878984572
16.423,0,1,747,2.94534168552047
16.524,0,1,763,2.95097546839254
16.675,0,1,713,2.95387284244104
16.828,0,1,663,2.95564345991512
16.927,0,1,613,2.96095531233736
17.029,0,1,563,2.96336979071111
17.180,0,1,513,2.96530137341011
17.281,0,1,463,2.9701303301576
17.482,0,1,413,2.97882245230308
17.582,0,1,313,2.98670974832399
17.682,0,1,213,2.98670974832399
17.834,0,1,113,2.99250449642098
17.934,0,1,63,2.99572380091931
18.085,0,1,13,2.99218256597115
18.185,0,1,-37,2.99411414867014
18.336,0,1,13,2.98848036579807
18.437,0,1,63,2.98429526995024
